POI_Query,POI_Categories,POI_Name,POI_Address,POI_Mean_Bayesian_Adj_Rating_Norm,POI_FSQ_Bayesian_Adj_Rating_Norm,POI_FSQ_Bayesian_Adj_Rating,POI_FSQ_Rating,POI_FSQ_Num_Ratings,POI_Yelp_Bayesian_Adj_Rating_Norm,POI_Yelp_Bayesian_Adj_Rating,POI_Yelp_Rating,POI_Yelp_Num_Ratings
Restaurants,"Asian Restaurant, Filipino Restaurant",Pampanguena Cuisine,"4441 Mission St, San Francisco, CA 94112",0.6884419251611407,0.6200062497212452,8.164722183427308,8.2,26.0,0.7568776006010363,4.223303491509341,4.5,398.0
Bars,"Hookah Bar, Lounge",Pan Hookah Lounge,"1710 Berryessa Rd, San Jose, CA 95133",0.6403692199325959,,,,,0.6403692199325959,3.963396917757158,4.5,38.0
Restaurants,"Cafes, Coffee & Tea",Panama Red Coffee Co,"3801 Howe St Oakland, CA 94611",0.6221388831323257,,,,,0.6221388831323257,3.9227287327826326,4.5,11.0
Restaurants,"Breakfast & Brunch, Burgers",Pancake Boy,"4007 24th St San Francisco, CA 94114",0.6470575692253367,,,,,0.6470575692253367,3.9783172688834956,4.0,1178.0
Restaurants,"Latin American Restaurant, Mexican Restaurant, Salvadoran Restaurant",Panchita's Restaurant,"3091 16th St (at Valencia St), San Francisco, CA 94103",0.6993825311335921,0.7542618034721107,8.525062812613022,8.7,369.0,0.6445032587950734,3.972619120231696,4.0,861.0
Restaurants,Mexican,Pancho Villa,"1382 Revere Ave San Francisco, CA 94124",0.6153127185979408,,,,,0.6153127185979408,3.9075009437959367,5.0,1.0
Restaurants,Restaurant,Pancho Villa Taqueria,"3071 16th St (btwn Valencia & Mission St), San Francisco, CA 94103",0.6228592733793334,0.7936073686820156,8.630665935368853,8.7,1200.0,0.4521111780766512,3.5434313980292917,3.5,2869.0
Restaurants,Mexican Restaurant,Pancho's Salsa Bar & Grill,"3440 Geary Blvd (at Stanyan St), San Francisco, CA 94118",0.41397428152153437,0.4464896200077373,7.699005199821728,6.6,74.0,0.38145894303533145,3.385820587268985,3.0,464.0
Restaurants,"Bubble Tea Shop, Chinese Restaurant, Wings Joint",Panda Boba,"2763 San Bruno Ave (near Wayland St), San Francisco, CA 94134",0.5822595505569139,,,,,0.5822595505569139,3.8337660278361487,3.5,73.0
Restaurants,"Chinese, Fast Food",Panda Express,"500 12th Street  B132 Oakland, CA 94607",0.4883564630439094,,,,,0.4883564630439094,3.624287279610207,2.5,86.0
Restaurants,"Chinese Restaurant, Fast Food Restaurant",Panda Express,"5108 Broadway (at Pleasant Valley Ave), Oakland, CA 94611",0.5614034011361968,0.6150091452176439,8.151310002473693,6.7,1.0,0.5077976570547496,3.6676566415051974,2.0,49.0
Restaurants,"Chinese, Fast Food",Panda Express,"865 Market Street C-24 San Francisco, CA 94103",0.4734588133541562,,,,,0.4734588133541562,3.5910536438356013,3.0,183.0
Restaurants,"Chinese Restaurant, Fast Food Restaurant",Panda Express,"3251 20th Ave (in Stonestown Galleria), San Francisco, CA 94132",0.4861456802905899,0.46034682736466664,7.736197812553554,5.4,32.0,0.5119445332165132,3.6769074813915212,3.0,116.0
Restaurants,"Chinese Restaurant, Fast Food Restaurant",Panda Express,"500 Parnassus Ave (btwn 3rd Ave & Hillway Ave), San Francisco, CA 94143",0.5258479921325394,0.5645054612437304,8.015758595094844,5.9,12.0,0.48719052302134846,3.621686303828673,2.5,87.0
Restaurants,"Chinese, Fast Food",Panda Express,"1 Washington Sq San Jose State University San Jose, CA 95192",0.5544517608040723,,,,,0.5544517608040723,3.771732487271801,2.5,36.0
Restaurants,"Chinese, Fast Food",Panda Express,"3519 California St San Francisco, CA 94118",0.5893621241192848,,,,,0.5893621241192848,3.849610429318923,2.5,14.0
Restaurants,"Chinese Restaurant, Fast Food Restaurant",Panda Express,"1151 40th St (San Pablo), Emeryville, CA 94608",0.4843120291102725,0.4905703761168722,7.817317529908447,5.4,25.0,0.47805368210367283,3.601303864349149,2.5,95.0
Restaurants,"Chinese, Fast Food",Panda Express,"1480 Fillmore St. San Francisco, CA 94115",0.4078377079845894,,,,,0.4078377079845894,3.444666263249039,2.5,168.0
Restaurants,"Chinese Restaurant, Fast Food Restaurant",Panda Express,"567 Coleman Ave (at W Taylor St.), San Jose, CA 95110",0.38380369252049923,0.524408766629166,7.90813944816189,7.3,73.0,0.24319861841183246,3.0773898370294686,2.0,265.0
Restaurants,Chinese Restaurant,Panda Kitchen,"138 14th St (Madison St.), Oakland, CA 94612",0.576581089031419,,,,,0.576581089031419,3.8210985315512676,3.0,35.0
Restaurants,Italian Restaurant,Pane Italiano Qualita,"91 Shattuck Sq, Berkeley, CA 94704",,,,,,,,,
Restaurants,Cafes,Panella Cafe,"199 New Montgomery St San Francisco, CA 94105",0.6192004116052099,,,,,0.6192004116052099,3.916173598617182,4.5,7.0
Restaurants,"Bakery, Cafes, Coffee, and Tea Houses, Fast Food Restaurant",Panera Bread,"503 Coleman Ave, San Jose, CA 95110",0.5671691699292676,0.6240801693305585,8.175656544906284,8.2,117.0,0.5102581705279766,3.6731455481643454,3.5,461.0
Restaurants,"Bakery, Cafes, Coffee, and Tea Houses, Fast Food Restaurant",Panera Bread,"2353 E 12th St, Oakland, CA 94601",,,,,,,,,
Restaurants,"Salad, Sandwiches, Soup",Panera Bread,"5333 Adeline St Kitchen 3 Oakland, CA 94608",0.589486054727421,,,,,0.589486054727421,3.849886893377207,1.5,8.0
Restaurants,Sandwich Restaurant,Panera San Francisco,"2675 Geary Blvd, San Francisco, CA 94118",,,,,,,,,
Restaurants,Indian,Panj Tara,"1063 Market St San Francisco, CA 94103",0.6395133564515042,,,,,0.6395133564515042,3.9614876598677777,5.0,19.0
Restaurants,Mexican,Panzon,"53 Stevenson St San Francisco, CA 94105",0.6256897527174363,,,,,0.6256897527174363,3.9306500028441684,4.0,131.0
Restaurants,"Fast Food Restaurant, Pizzeria",Papa John's Pizza,"69 Cambon Dr, San Francisco, CA 94132",0.5408746277649402,0.5408746277649402,7.95233366282179,5.8,17.0,,,,
Restaurants,"Fast Food Restaurant, Pizzeria",Papa John's Pizza,"1360 the Alameda, San Jose, CA 95126",0.5808609519598513,0.5808609519598513,8.059656576598274,6.1,9.0,,,,
Restaurants,"Fast Food Restaurant, Pizzeria",Papa John's Pizza,"2222 Shattuck Ave (Allston Way), Berkeley, CA 94704",0.4039692811905335,0.5041755527292271,7.853833694519232,5.4,22.0,0.3037630096518399,3.212496713704487,2.0,197.0
Restaurants,"Fast Food Restaurant, Pizzeria",Papa John's Pizza,"3301 E 12th St, Oakland, CA 94601",0.532323904627474,0.6145895634359984,8.150183848962952,6.5,1.0,0.4500582458189497,3.5388517224198353,2.0,82.0
Restaurants,"Fast Food Restaurant, Pizzeria",Papa John's Pizza,"5412 San Pablo Ave, Oakland, CA 94608",0.5818596700126636,0.6180711025705425,8.159528266882559,6.5,0.0,0.5456482374547846,3.75209361170308,2.0,30.0
Restaurants,"Fast Food Restaurant, Pizzeria",Papa John's Pizza,"1737 Berryessa Rd, San Jose, CA 95133",0.6118183845664704,,,,,0.6118183845664704,3.8997057930912877,3.5,4.0
Restaurants,"Chicken Wings, Fast Food, Pizza",Papa Johns Pizza,"969 Sutter St. San Francisco, CA 94109",0.43227232082592504,,,,,0.43227232082592504,3.499174930077269,2.5,140.0
Restaurants,"Chicken Wings, Fast Food, Pizza",Papa Johns Pizza,"Cambon Dr Ste 69 San Francisco, CA 94132",0.4670951461010084,,,,,0.4670951461010084,3.5768575925062858,3.0,196.0
Restaurants,"Chicken Wings, Fast Food, Pizza",Papa Johns Pizza,"1360 The Alameda San Jose, CA 95126",0.3695629608774203,,,,,0.3695629608774203,3.3592830631326005,2.5,219.0
Restaurants,"Chinese, Noodles",Papa Noodle,"393 Bay St San Francisco, CA 94133",0.6153127185979408,,,,,0.6153127185979408,3.9075009437959367,5.0,1.0
Bars,"Bar, Coffee Shop, Restaurant",Papa November Coffee,"1616 16th St, San Francisco, CA 94103",,,,,,,,,
Restaurants,Pizza,Papa Steve's sourdough pizza,"399 10th Ave San Francisco, CA 94118",0.6084713219697531,,,,,0.6084713219697531,3.8922391750964627,2.5,3.0
Restaurants,"Chinese, Noodles, Soup",Papa's Kitchen,"1705 Haight St San Francisco, CA 94117",0.6384714730289245,,,,,0.6384714730289245,3.9591634292067877,4.5,35.0
Restaurants,"Burrito Restaurant, Fast Food Restaurant, Vegan and Vegetarian Restaurant",Papalote Mexican Grill,"3409 24th St (btwn Valencia St & San Jose Ave), San Francisco, CA 94110",0.6228694331956713,0.7893950654643416,8.619360153601386,8.7,1007.0,0.45634380092700105,3.5528735213916467,3.5,2295.0
Restaurants,Mexican,Papalote Mexican Grill,"1777 Fulton St San Francisco, CA 94117",0.4677343661596065,,,,,0.4677343661596065,3.578283562847224,3.5,1438.0
Restaurants,Restaurant,Papatoni,"3516 Balboa St, San Francisco, CA 94121",,,,,,,,,
Bars,"American (New), Cocktail Bars",Paper Plane,"72 S 1st St San Jose, CA 95113",0.6488012230187967,,,,,0.6488012230187967,3.9822070069492734,4.0,1511.0
Restaurants,"Delis, Mexican",Papi's Fusion Deli,"2348 Mission St San Francisco, CA 94110",0.6140180976013503,,,,,0.6140180976013503,3.904612906853006,4.0,1.0
Restaurants,Mexican Restaurant,Papito Hayes,"425 Hayes St (Gough & Hayes), San Francisco, CA 94102",0.6236272928803533,0.6021329176353559,8.116750330125612,8.1,451.0,0.6451216681253508,3.973998666057384,4.0,925.0
Restaurants,Mexican,Papito Potrero Hill,"1457 18th St San Francisco, CA 94107",0.6439724925190713,,,,,0.6439724925190713,3.9714350882893803,4.0,811.0
Restaurants,"Czech, German, Hungarian",Paprika,"3324 24th St San Francisco, CA 94110",0.763511694753856,,,,,0.763511694753856,4.238102810419417,4.5,440.0
Restaurants,"Caribbean Restaurant, Latin American Restaurant, Sandwich Restaurant",Parada 22,"1805 Haight St (at Shrader St), San Francisco, CA 94117",0.688969955076526,0.7296411149733065,8.458981118882066,8.6,375.0,0.6482987951797455,3.9810861923138257,4.0,1401.0
Restaurants,"Chicken Wings, Italian, Pizza",Paradigm Pizzas,"2601 Warring St Berkeley, CA 94704",0.6118183845664704,,,,,0.6118183845664704,3.8997057930912877,3.5,4.0
Restaurants,Sandwich Restaurant,Paradise Park Caf,"6334 San Pablo Ave (Alcatraz Ave), Oakland, CA 94608",0.6275385416309537,0.6275385416309537,8.184938783263405,8.3,39.0,,,,
Restaurants,"Breakfast & Brunch, Juice Bars & Smoothies, Sandwiches",Paradise Park Cafe,"6334 San Pablo Ave Oakland, CA 94608",0.5469915171427432,,,,,0.5469915171427432,3.7550901963202996,3.5,202.0
Restaurants,"Latin American Restaurant, Peruvian Restaurant, Sandwich Restaurant",Paradita Eatery,"5959 Shellmound St, Emeryville, CA 94608",0.5915422058189467,0.5460149510395452,7.966130241594437,6.6,25.0,0.6370694605983481,3.9560358237495796,4.0,406.0
Restaurants,American Restaurant,Parallel 37,"600 Stockton St (California Street), San Francisco, CA 94108",0.6219731507244073,0.6129512857699191,8.145786727291014,8.1,53.0,0.6309950156788956,3.942484968803323,4.0,229.0
Bars,"Dim Sum Restaurant, Karaoke Bar",Paramount Superstars,"939 Clement St (Between 11th Ave & 12 Ave), San Francisco, CA 94118",,,,,,,,,
Restaurants,"Cheesesteaks, Food Delivery Services",Pardon My Cheesesteak - San Francisco,"60 Morris St San Francisco, CA 94107",0.6063958750158133,,,,,0.6063958750158133,3.8876092737648325,1.0,2.0
Restaurants,"Food Delivery Services, Salad, Sandwiches",Pardon My Panini,"San Francisco, CA 94109",0.6114288556081692,,,,,0.6114288556081692,3.898836832967145,2.0,1.0
"Bars, Restaurants","American Restaurant, Music Venue, Wine Bar",Parigo,"3232 Scott St (Chestnut), San Francisco, CA 94123",0.5670481560550149,0.5670481560550149,8.022583163781409,6.6,17.0,,,,
Restaurants,"Bakeries, Cafes",Paris Avenue,"896 Willow St San Jose, CA 95125",0.6155653775177683,,,,,0.6155653775177683,3.9080645746163425,4.0,14.0
Restaurants,"Bakery, Coffee Shop, Restaurant",Paris Baguette,"1111 Story Rd, San Jose, CA 95122",0.6180711025705425,0.6180711025705425,8.159528266882559,7.4,0.0,,,,
Restaurants,"Halal, Pizza, Sandwiches",Paris Pizza,"448 Broadway St San Francisco, CA 94133",0.5602864345874239,,,,,0.5602864345874239,3.784748461429988,3.5,145.0
Restaurants,Sandwiches,Park Cafe,"595 Buckingham Way San Francisco, CA 94132",0.6089776607165118,,,,,0.6089776607165118,3.893368714174021,2.0,2.0
Restaurants,"American (Traditional), Breakfast & Brunch, Breweries",Park Chalet,"1000 Great Hwy San Francisco, CA 94121",0.2854832080830864,,,,,0.2854832080830864,3.1717181828610705,3.0,1473.0
Bars,"Beer Garden, Brewery, Cocktail Bar",Park Chalet Coastal Beer Garden,"1000 Great Hwy (at John F Kennedy Dr), San Francisco, CA 94121",0.4135754114835388,0.4135754114835388,7.610663777233219,7.3,312.0,,,,
Restaurants,American (New),Park Grill,"333 Battery St San Francisco, CA 94111",0.5708635223841613,,,,,0.5708635223841613,3.808343799668782,3.0,41.0
Restaurants,"Greek, Mediterranean, Turkish",Park Gyros,"1201 9th Ave San Francisco, CA 94122",0.49680826221407876,,,,,0.49680826221407876,3.6431415298517544,3.5,630.0
Restaurants,"Caterers, Mediterranean, Turkish",Park Gyros Castro Catering & Events,"449 Castro St San Francisco, CA 94114",0.6140180976013503,,,,,0.6140180976013503,3.904612906853006,4.0,1.0
Restaurants,"Food Delivery Services, Mediterranean",Park Mediterranean Grill,"549 Irving St San Francisco, CA 94122",0.6101342346115787,,,,,0.6101342346115787,3.8959487960242143,1.0,1.0
Restaurants,Sandwiches,Park Mini Mart Cafe,"1821 Haight St San Francisco, CA 94117",0.6049076459450888,,,,,0.6049076459450888,3.8842893364649473,2.5,5.0
Restaurants,"Delis, Grocery",Park Plaza Fine Foods,"111 Cambon Dr San Francisco, CA 94132",0.5099837346338677,,,,,0.5099837346338677,3.6725333373298694,3.0,119.0
Restaurants,"American Restaurant, New American Restaurant, Pizzeria",Park Station Hashery,"1701 Park Ave (Naglee), San Jose, CA 95126",0.558147886564861,0.6128039669710746,8.14539132503626,8.1,55.0,0.5034918061586475,3.658051161220664,3.5,538.0
Bars,"American Restaurant, Bar, New American Restaurant",Park Tavern,"1652 Stockton St (at Filbert St), San Francisco, CA 94133",0.6860231342924824,0.7228879551818913,8.440855702240116,8.5,840.0,0.6491583134030735,3.983003603192091,4.0,1598.0
Restaurants,"Café, Coffee Shop, Restaurant",Parker Cafe,"1399 18th St, San Francisco, CA 94107",0.6648022941329393,0.6648022941329393,8.284954340514046,8.5,103.0,,,,
Restaurants,American (New),Parker Potrero,"1399 18th St San Francisco, CA 94107",0.7244615337727667,,,,,0.7244615337727667,4.1509898191750425,4.5,244.0
Restaurants,"Beer, Wine & Spirits, Delis, Grocery",Parkside Market,"1600 Hayes St San Francisco, CA 94117",0.6861137829900799,,,,,0.6861137829900799,4.065443762660925,4.5,128.0
"Bars, Restaurants","Cocktail Bar, Lounge, Restaurant",Parkway Lounge,"1850 Park Blvd (at E 18th St), Oakland, CA 94606",0.5733421648944385,0.5665407288953008,8.021221234111545,6.8,20.0,0.5801436008935761,3.829045773172278,3.5,79.0
Bars,"Lounge, Night Club",Parliament,"811 Washington St (at 8th St), Oakland, CA 94607",0.6035918128817228,0.5764608354025196,8.047846705613706,7.5,36.0,0.630722790360926,3.9418776893159926,4.0,223.0
Bars,Lounge,Parliment,"811 Washington St, Oakland, CA 94607",,,,,,,,,
Bars,"Bar, Night Club",Parlor Bar Lounge,"2801 Leavenworth St, San Francisco, CA 94133",,,,,,,,,
Restaurants,"American (New), Italian, Pizza",Parlour,"357 19th St Oakland, CA 94612",0.5368949657612209,,,,,0.5368949657612209,3.7325668373891325,3.5,255.0
Restaurants,"American (Traditional), Mexican",Parra's Restaurant,"3284 International Blvd Oakland, CA 94601",0.5893796199573985,,,,,0.5893796199573985,3.8496494589862564,3.5,54.0
Restaurants,Restaurant,Parsley Sage Rosemary & Thyme,"795 S 2nd St, San Jose, CA 95112",,,,,,,,,
Restaurants,Sushi Restaurant,Party Sushi,"1776 Shattuck Ave, Berkeley, CA 94709",0.544394805610213,0.5547658975167455,7.989617698697451,7.2,38.0,0.5340237137036804,3.7261616562307234,3.5,272.0
Restaurants,"Italian Restaurant, Pizzeria",Pasquale's Pizza,"700 Irving St (at 8th Ave), San Francisco, CA 94122",0.4851845496030039,0.4937893450317116,7.825957211856018,7.3,112.0,0.47657975417429616,3.5980158299958767,3.5,1079.0
Restaurants,Pizzeria,Pasquales Pizzenria Restaurant,"1700 Irving St, San Francisco, CA 94122",,,,,,,,,
Restaurants,"Café, Pizzeria",Passione Caffe,"91 Shattuck Sq, Berkeley, CA 94704",,,,,,,,,
Restaurants,Italian Restaurant,Passione Emporio,"2324 5th St, Berkeley, CA 94710",,,,,,,,,
Restaurants,"Italian, Pizza, Sandwiches",Passione Emporio on 5th ,"2324 Fifth St Berkeley, CA 94710",0.6561999860095163,,,,,0.6561999860095163,3.9987121469906137,4.5,65.0
Restaurants,"Gluten-Free, Italian, Pizza",Passione Pizza,"2326 Fifth St Berkeley, CA 94710",0.6206885392999497,,,,,0.6206885392999497,3.919493309767801,4.0,65.0
Restaurants,"Italian Restaurant, Pizzeria",Pasta Bene,"2565 Telegraph Ave (btwn Dwight Way & Parker St), Berkeley, CA 94704",0.5792625181057919,0.5154915769511831,7.884205795889334,7.1,62.0,0.6430334592604007,3.9693402954899253,4.0,732.0
Restaurants,"Food Delivery Services, Italian",Pasta Ciao Amore,"336 Comnercial St San Jose, CA 95112",0.6128503392675599,,,,,0.6128503392675599,3.9020078747878046,3.5,2.0
Restaurants,Italian,Pasta Fresca,"87 N San Pedro St San Jose, CA 95110",0.5629442727089884,,,,,0.5629442727089884,3.790677559369557,3.5,135.0
Restaurants,Italian,Pasta Mobsters,"336 Commercial St San Jose, CA 95112",0.6118183845664704,,,,,0.6118183845664704,3.8997057930912877,3.5,4.0
"Bars, Restaurants","American (New), Italian, Wine Bars",Pasta Pelican Restaurant,"2455 Mariner Square Dr Alameda, CA 94501",0.48920987836336743,,,,,0.48920987836336743,3.6261910761473777,3.5,761.0
Restaurants,"Deli, Italian Restaurant, Sandwich Restaurant",Pasta Shop,"1786 4th St (btwn Hearst & Virginia), Berkeley, CA 94710",0.6308418999578641,0.6308418999578641,8.193804965590235,8.3,57.0,,,,
Restaurants,"Deli, Italian Restaurant",Pasta Shop,"5655 College Ave (in Rockridge Market Hall), Oakland, CA 94618",0.6458608841694603,0.6458608841694603,8.234115776348796,8.6,36.0,,,,
Restaurants,Italian Restaurant,Pastabiz Pasta Machines,"2129 Harrison St, San Francisco, CA 94110",,,,,,,,,
Restaurants,"Bakeries, Portuguese",Pastelaria Adega,"30 E Santa Clara St Ste 130 San Jose, CA 95113",0.6282091191344947,,,,,0.6282091191344947,3.93627019848784,4.0,173.0
Restaurants,"American (Traditional), Salad, Sandwiches",Pat Browns Cafe,"Genetics and Plant Biology Building Berkeley, CA 94709",0.5671494833654203,,,,,0.5671494833654203,3.800058531685443,3.0,45.0
Restaurants,Restaurant,Pat's Cafe,"2330 Taylor St (at Columbus Ave.), San Francisco, CA 94133",0.5101678809033096,0.3761241823637883,7.510145034523834,6.6,126.0,0.6442115794428308,3.971968442738449,4.0,833.0
Restaurants,Thai Restaurant,Patpong Restaurant,"2415 Clement St, San Francisco, CA 94121",0.5730768922879999,0.5730768922879999,8.03876423448348,6.1,11.0,,,,
Restaurants,Thai,Patpong Thai Cuisine,"2415 Clement St San Francisco, CA 94121",0.5370689361475984,,,,,0.5370689361475984,3.7329549300464873,3.5,254.0
Bars,"American Restaurant, Gastropub, Sports Bar",Patriot House,"2 Embarcadero Ctr, San Francisco, CA 94111",0.4354850521663106,0.24038559381514252,7.1458239540479775,5.2,92.0,0.6305845105174787,3.9415692150232147,4.0,220.0
"Bars, Restaurants","Cocktail Bar, Dive Bar, Restaurant",Patty's Inn,"102 S Montgomery St (at cahill), San Jose, CA 95110",0.5183441558194346,0.5183441558194346,7.8918620904370815,7.0,53.0,,,,
Restaurants,"Italian, Pizza, Salad",Patxi's Pizza,"511 Hayes St San Francisco, CA 94102",0.4547996423189584,,,,,0.4547996423189584,3.549428816634412,3.5,2479.0
Restaurants,Pizzeria,Patxi's Pizza,"822 Irving St (Btw 9th & 10th), San Francisco, CA 94122",0.43228603358933504,0.43228603358933504,7.660882908983776,7.1,157.0,,,,
Restaurants,"Breakfast & Brunch, Cafes, Latin American",Paula's Cafe,"488 Haight St San Francisco, CA 94117",0.6604980703503237,,,,,0.6604980703503237,4.0083003016650505,4.5,73.0
Restaurants,Vegan and Vegetarian Restaurant,Pav Bhaji Hut,"326 Commercial St, San Jose, CA 95112",,,,,,,,,
Restaurants,"Italian Restaurant, Pizzeria",Pazzia Ristorante Italiano,"337 3rd St (btwn Folsom St & Saint Francis Pl), San Francisco, CA 94107",0.645362569178241,0.6443431868575045,8.230042291200327,8.3,178.0,0.6463819514989775,3.976810102725861,4.0,1079.0
Restaurants,"Gluten-Free, Live/Raw Food, Vegan",Pea Pachamama,"1630 Powell St San Francisco, CA 94133",0.6389446879651429,,,,,0.6389446879651429,3.960219075779294,4.0,485.0
"Bars, Restaurants","Cocktail Bar, Restaurant",Peacekeeper,"925 Bush St (Taylor St), San Francisco, CA 94109",0.6928510098778415,0.7547971115754184,8.526499574470279,9.1,113.0,0.6309049081802647,3.9422839572442907,4.0,227.0
Restaurants,"Barbeque, Sandwiches, Southern",Peach Pit,"321 Athens Rd Winterville, GA 30683",0.6013844368131848,,,,,0.6013844368131848,3.8764297712660154,2.5,7.0
Restaurants,Caribbean Restaurant,Peaches Patties,"2948 Folsom St, San Francisco, CA 94110",0.6646348212292209,,,,,0.6646348212292209,4.017528554098326,4.5,81.0
Bars,Cocktail Bar,Peachy Plaza,"346 N 7th St (Julian), San Jose, CA 95112",,,,,,,,,
Restaurants,Indian Restaurant,Peacock Indian cuisine,"1699 W San Carlos St, San Jose, CA 95128",,,,,,,,,
Bars,"Lounge, Night Club, Restaurant",Peacock Lounge,"552 Haight St (btw Fillmore and Steiner), San Francisco, CA 94117",0.5786746571821217,0.5671805938711777,8.022938625620199,6.3,14.0,0.5901687204930657,3.8514097822814097,3.5,52.0
Restaurants,"Breakfast & Brunch, Diners",Peanuts Deluxe Cafe,"275 E San Fernando St San Jose, CA 95112",0.6410309140036492,,,,,0.6410309140036492,3.964873023062999,4.0,595.0
Restaurants,Restaurant,Pearl,"6101 California St (at 23rd Ave), San Francisco, CA 94121",0.7361618905129599,0.7146173543578971,8.418657488301106,8.8,120.0,0.7577064266680227,4.225152434410024,4.5,403.0
Restaurants,Burgers,Pearl's Deluxe Burgers,"708 Post St San Francisco, CA 94109",0.6513445452630657,,,,,0.6513445452630657,3.9878806431861107,4.0,2380.0
Restaurants,"American Restaurant, Bakery, Fast Food Restaurant",Peasant Pies,"550C Gene Friend Way (at 3rd St), San Francisco, CA 94158",0.5518028437962519,0.5518028437962519,7.981664890697157,7.4,54.0,,,,
Restaurants,"Bakeries, Fast Food, Vegetarian",Peasant Pies Caf & Catering,"1039 Irving St San Francisco, CA 94122",0.6396857781075924,,,,,0.6396857781075924,3.9618722976218814,4.0,521.0
Restaurants,"Bakeries, Fast Food, Vegetarian",Peasant Pies Caf & Catering,"550 Gene Friend Way UCSF Mission Bay San Francisco, CA 94158",0.6299679374296996,,,,,0.6299679374296996,3.9401937654822197,4.0,207.0
Restaurants,"Breakfast & Brunch, Desserts",Peasant Pies Noe Valley,"4108 24th St San Francisco, CA 94114",0.6333971317474503,,,,,0.6333971317474503,3.947843602693445,4.0,288.0
Restaurants,"Brazilian Restaurant, Café, Coffee Shop",Pebble's Cafe,"2852 Diamond St (at Kern St.), San Francisco, CA 94131",0.5703315168412799,0.5167684288375017,7.887632854206391,5.8,23.0,0.6238946048450582,3.9266453919293873,4.0,105.0
Restaurants,"Coffee Shop, Restaurant",Peerless Coffee Co.,"260 Oak St (3rd St), Oakland, CA 94607",0.5944764416442139,0.5944764416442139,8.096200421396226,7.9,57.0,,,,
Restaurants,Chinese,Peking Restaurant,"808 Franklin St Oakland, CA 94607",0.6127234766047598,,,,,0.6127234766047598,3.9017248699100757,3.0,1.0
Restaurants,Chinese Restaurant,Peking Wok Restaurant,"4920 3rd St (Oakdale), San Francisco, CA 94124",0.6179434705081298,,,,,0.6179434705081298,3.9133696178899924,4.0,36.0
Restaurants,"Malaysian, Singaporean, Thai",Penang Garden,"728 Washington St San Francisco, CA 94108",0.4092401486043437,,,,,0.4092401486043437,3.447794823909482,3.0,352.0
Bars,"American Restaurant, Cocktail Bar, Wine Bar",Penelope,"555 12th St (at Clay St), Oakland, CA 94607",0.5619453712745985,0.4940692360557444,7.826708436702109,5.8,29.0,0.6298215064934526,3.939867107754141,4.0,204.0
Restaurants,"Dim Sum, Seafood",Peninsula Seafood Restaurant,"641 Jackson St San Francisco, CA 94133",0.4436367387480766,,,,,0.4436367387480766,3.524526642184915,3.0,250.0
Restaurants,Italian Restaurant,Penny Roma,"3000 20th St (Florida), San Francisco, CA 94110",0.6319025590724874,0.6354315797501731,8.206123622494296,8.5,28.0,0.6283735383948016,3.93663698451954,4.0,176.0
Restaurants,"Dim Sum, Noodles, Soup",Peony Seafood Restaurant,"388 9th St Ste 288 Oakland, CA 94607",0.32273816420290835,,,,,0.32273816420290835,3.254826436060007,3.0,880.0
Restaurants,"Bakery, Donut Shop, Vegan and Vegetarian Restaurant",Pepples Donut Farm,"6037 San Pablo Ave (btwn 60th & 61st St), Oakland, CA 94608",0.6548189366012473,0.6667592368217093,8.290206756075643,8.5,110.0,0.6428786363807854,3.9689949170377625,4.0,720.0
Bars,"American (New), Cocktail Bars, Gastropubs",Per Diem,"43 Sutter St San Francisco, CA 94104",0.644016637259949,,,,,0.644016637259949,3.971533566255385,4.0,815.0
Restaurants,Restaurant,Perbacco,"230 California St (btwn Battery & Front St), San Francisco, CA 94111",0.666391391025218,0.6818801415526795,8.330791120538702,8.4,437.0,0.6509026404977566,3.9868948432563776,4.0,2175.0
Restaurants,Vietnamese,Perilla,"525 Haight St San Francisco, CA 94117",0.629168040162062,,,,,0.629168040162062,3.9384093568672114,4.0,191.0
Restaurants,Vietnamese,Perilla,"836 Irving St San Francisco, CA 94122",0.648771031154946,,,,,0.648771031154946,3.9821396550227974,4.0,1504.0
Bars,"Cocktail Bar, Lounge",Permanent Lounge,"50 Collingwood St, San Francisco, CA 94114",,,,,,,,,
Restaurants,"American Restaurant, Seafood Restaurant",Perry's,"1944 Union St (at Laguna St), San Francisco, CA 94123",0.5410377243283633,0.5410377243283633,7.952771412446591,7.8,239.0,,,,
"Bars, Restaurants","American Restaurant, Cocktail Bar, Steakhouse",Perry's,"155 Steuart St (btwn Mission & Howard St), San Francisco, CA 94105",0.23603649552384007,0.23603649552384007,7.134151015604131,6.6,339.0,,,,
Bars,"American (Traditional), Bars, Breakfast & Brunch",Perry's - Embarcadero,"155 Steuart St San Francisco, CA 94105",0.4828552620418376,,,,,0.4828552620418376,3.6120152156113132,3.5,901.0
Bars,"American Restaurant, Bar, New American Restaurant",Perry's San Francisco,"155 Steuart St, San Francisco, CA 94105",,,,,,,,,
Bars,"American Restaurant, Bar",Perry's San Francisco,"1944 Union St, San Francisco, CA 94123",0.4959641902658217,,,,,0.4959641902658217,3.6412585764812486,3.5,643.0
Restaurants,American Restaurant,Perrys Restaurant,"2383 Greenwich St, San Francisco, CA 94123",,,,,,,,,
